"","Date","Country","City","Killed","Injured","Description"
"22781",2014-03-25,"Afghanistan","Helmand",1,0,"A female police officer is shot to death by fundamentalists."
"22782",2014-03-25,"Afghanistan","Kunar",6,2,"Six people at a bank are laid out by a Fedayeen suicide attack."
"22783",2014-03-25,"Afghanistan","Kunduz",5,20,"A suicide bomber attacks a group of spectators at a sporting event, killing five."
"22784",2014-03-25,"Iraq","Baghdad",4,14,"Four civilians are pulled into pieces by Religion of Peace car bombers."
"22785",2014-03-25,"Iraq","Tarmiyah",8,14,"A sustained al-Qaeda assault leaves eight local soldiers dead."
"22786",2014-03-25,"Iraq","Taji",5,14,"Five people are reduced to body parts by a Fedayeen suicide bomber."
"22787",2014-03-25,"Iraq","al-Nibaee",22,15,"Nearly two-dozen local soldiers are murdered in a brutal shooting attack by terrorists fighting for an Islamic state."
"22788",2014-03-25,"Nigeria","Dalori",8,6,"Two suicide bombings result in eight dead Nigerians."
"22789",2014-03-25,"Iraq","Baghdad",9,10,"Nine people crossing a bridge are blown apart by a well-placed Sunni bomb."
"22790",2014-03-26,"Lebanon","Tripoli",2,2,"A woman is among two people gunned down in a targeted sectarian attack on Shiites."
"22791",2014-03-27,"Lebanon","Beirut",1,0,"Drive-by terrorists open fire on a Lebanese soldier, killing him instantly."
"22792",2014-03-27,"Iraq","Adhamiyah",7,22,"A bomb set off near a mosque leaves seven dead."
"22793",2014-03-27,"Syria","Kassab",1,0,"Islamists invade a town, destroy churches and behead a resident for standing up to them."
"22794",2014-03-27,"Somalia","Bakool",8,0,"al-Shabaab stop a vehicle carrying eight local chieftains and summarily execute them."
"22795",2014-03-27,"Syria","Homs",1,11,"One civilian is killed by an Islamist car bomb."
"22796",2014-03-27,"Pakistan","Loralai",1,0,"A guard for a team vaccinating children against polio is shot to death by fundamentalists."
"22797",2014-03-27,"Syria","Aleppo",2,0,"Video surfaces of two men forced to kneel and then shot in the head to a chorus of 'Allah Akbar'."
"22798",2014-03-27,"Thailand","Yala",1,0,"Suspected Muslim militants enter a man's home and kill him in his sleep."
"22799",2014-03-27,"Iraq","Balad",4,11,"Four women are machine-gunned by Muslim terrorists."
"22800",2014-03-27,"Iraq","Baghdad",4,14,"Four people at a commercial area are sectionalized by an Islamist blast."
"22801",2014-03-27,"Iraq","Baghdad",3,15,"Three shoppers are taken out by a Mujahid car bomb at a mall."
"22802",2014-03-27,"Iraq","Baghdad",19,55,"Two neighborhood car bombs within minutes of each other snuff out the lives of nineteen innocents."
"22803",2014-03-28,"Egypt","Ain Shams",4,0,"Four people are reportedly killed when an Islamic mob lays siege to a church."
"22804",2014-03-28,"Somalia","Barawe",3,0,"Three men are forced to kneel and then executed by gunmen fighting for an Islamic state."
"22805",2014-03-28,"Lebanon","Tripoli",4,0,"An 11-year-old boy is among four people shot to death by sectarian Jihadis."
"22806",2014-03-28,"India","Janglot",2,0,"Lashkar-e-Toiba execute a captured civilian and stage a raid on a nearby base that leaves a defender dead."
"22807",2014-03-28,"Iraq","Baghdad",4,16,"A triple bombing at a market produce four dead shoppers."
"22808",2014-03-28,"Pakistan","Lahore",1,0,"Muslim 'extremists' attempt to assassinate a news anchor, killing his driver."
"22809",2014-03-28,"Afghanistan","Kabul",3,4,"A woman and child are cut down when Sunni fundamentalists attack an aid office with a suicide bombing and assault rifles."
"22810",2014-03-28,"India","Kathua",1,4,"Muslim militants stop a car near a college and fire into it, killing an occupant."
"22811",2014-03-28,"Egypt","Cairo",1,0,"A Coptic woman is stabbed to death by Islamic radicals."
"22812",2014-03-28,"Egypt","Cairo",1,0,"The government says that the Muslim Brotherhood is behind the killing of a female journalist."
"22813",2014-03-29,"Libya","Banghazi",1,0,"A young Christian is executed by Islamists at his workplace."
"22814",2014-03-29,"Syria","Arsal",3,4,"A Shahid suicide bomber kills three Lebanese security personnel."
"22815",2014-03-29,"Nigeria","Azir",4,7,"Boko Haram gunmen skim through a village on motorcycles and take out four civilians."
"22816",2014-03-29,"Iraq","Albu Delma",6,0,"Six Iraqis are shot point-blank by al-Qaeda activists."
"22817",2014-03-30,"Pakistan","Nawabshah",1,0,"A man honor kills his own daughter for unIslamic behavior."
"22818",2014-03-30,"Iraq","Baghdad",8,0,"A mother and three children are among eight Iraqis taken down by Mujahideen bombers."
"22819",2014-03-30,"Iraq","Baghdad",4,9,"Sunni bombers pick off four Shiites at a market."
"22820",2014-03-30,"Iraq","Ramadi",13,11,"A Fedayeen suicide bomber slaughters thirteen people crossing a bridge."
"22821",2014-03-30,"Iraq","Fallujah",9,14,"Nine people are killed during a brutal al-Qaeda assault."
"22822",2014-03-30,"Egypt","al-Arish",1,3,"Islamic radicals attack a bus, killing the driver."
"22823",2014-03-30,"Yemen","Zinjibar",2,0,"Two Yemenis are riddled with bullets by al-Qaeda."
"22824",2014-03-30,"Thailand","Narathiwat",2,3,"Two cops are blown to bits by Muslim terrorists."
"22825",2014-03-31,"Iraq","Mosul",2,10,"Two people are blown up by Mujahid bombers."
"22826",2014-03-31,"Iraq","Haditha",2,3,"Suspected al-Qaeda gun down two men."
"22827",2014-03-31,"Afghanistan","Kabul",6,0,"Six campaign workers are killed by terrorists."
"22828",2014-03-31,"Afghanistan","Kunduz",8,0,"A family of eight is exterminated by fundamentalist bombers."
"22829",2014-03-31,"Kenya","Nairobi",6,11,"Six people are killed when suspected Islamists throw grenades into a food kiosk and bus stop."
"22830",2014-03-31,"Afghanistan","Logar",2,5,"Two people are sent to Allah by a Shahid suicide bomber."
"22831",2014-03-31,"Pakistan","Cantt",1,0,"Fundamentalists gun down a female polio worker."
"22832",2014-04-01,"Yemen","Hudaydah",2,2,"al-Qaeda militants stage a suicide attack on a police checkpoint, killing two officers."
"22833",2014-04-01,"Pakistan","Karachi",1,1,"Islamists fire on students leaving a rival seminary, killing one."
"22834",2014-04-01,"Nigeria","Maiduguri",15,20,"Fifteen civilians are disassembled by a series of suicide bombers."
"22835",2014-04-02,"Afghanistan","Sar-e-pul",9,1,"Nine locals are kidnapped and brutally executed by the Taliban."
"22836",2014-04-02,"Afghanistan","Kabul",6,0,"Six Afghans are sent to Allah by a Shahid suicide bomber."
"22837",2014-04-02,"Iraq","Riyadh",8,23,"A Shahid suicide bomber takes eight Iraqis with him."
"22838",2014-04-02,"Thailand","Pattani",1,0,"A 51-year-old woman is shot to death by Muslim militants."
"22839",2014-04-02,"Egypt","Cairo",2,5,"Two people bleed to death following two bombings by religious radicals at a university campus."
"22840",2014-04-02,"Yemen","Aden",6,14,"Children are among the casualties of an al-Qaeda suicide attack."
"22841",2014-04-02,"Lebanon","Labweh",1,1,"A laborer is killed by a rocket fired by Liwaa Ahrar al-Sunna-Baalbek."
"22842",2014-04-02,"Jordan","Amman",1,0,"A 16-year-old girl is honor killed with a rock by her brother for speaking with a man over the phone."
"22843",2014-04-02,"Egypt","Minya",1,0,"Muslim students shoot a Copt teacher in the head."
"22844",2014-04-03,"Pakistan","Islamabad",1,0,"A young girl is murdered by the Taliban for helping her cousin convert to Christianity."
"22845",2014-04-03,"Nigeria","Birnin-Tsab",8,6,"Eight civilians are shot to death by Religion of Peace enthusiasts."
"22846",2014-04-03,"Nigeria","Maitsaba",14,12,"Boko Haram invade a village on motorcycles and gun down over a dozen locals."
"22847",2014-04-03,"Chechnya","Yandi",4,7,"Four Russians are killed by an Islamist bomb."
"22848",2014-04-04,"Iraq","Tikrit",2,0,"Two Iraqis are shot to death by al-Qaeda."
"22849",2014-04-04,"Iraq","Baiji",2,0,"A suicide bomber takes out a man and his son outside their home."
"22850",2014-04-04,"Afghanistan","Khost",1,1,"A terrorist yells 'Allah Akbar' and turns his machine-gun on a car full of reporters, killing one."
"22851",2014-04-04,"Yemen","Hadramawt",8,11,"al-Qaeda terrorists stage a Fedayeen assault on a group of local soldiers, killing eight."
"22852",2014-04-04,"Iraq","Baghdad",9,30,"A series of Mujahideen attacks leave nine dead."
"22853",2014-04-05,"Nigeria","Gwoza",25,0,"Over two dozen travelers are stopped and slaughtered by Boko Haram."
"22854",2014-04-05,"Nigeria","Buni Gari",20,22,"At least twenty people at a rival mosque are machine-gunned by Islamists shouting praises to Allah."
"22855",2014-04-06,"Uganda","Kawaga",1,1,"A teen girl is quickly killed by her father for leaving Islam and embracing Christianity."
"22856",2014-04-06,"Iraq","Baghdad",6,16,"Two bombs lay out six civilians."
"22857",2014-04-06,"Iraq","Tikrit",3,13,"Three Iraqis are incinerated by a suicide bomber in a fuel tanker."
"22858",2014-04-06,"Iraq","Latifiyah",6,0,"Six men are kidnapped from their homes and summarily executed by activists promoting an Islamic state."
"22859",2014-04-06,"Thailand","Yala",1,28,"Muslim terrorists place a car bomb outside of a furniture store that leaves one dead."
"22860",2014-04-06,"Iraq","Rashad",3,0,"Terrorists kill three farmers who confronted them after a bomb went off."
"22861",2014-04-06,"Nigeria","Yar Galadina",105,50,"Fulani militants attack a Christian village and massacre over one hundred residents."
"22862",2014-04-07,"Pakistan","Hassan",1,0,"A Shia bakery owner is murdered in his own shop by Sipay-e-Sahaba gunmen."
"22863",2014-04-07,"Afghanistan","Herat",4,3,"Taliban bombers take out four local police officers."
"22864",2014-04-07,"Afghanistan","Kandahar",15,4,"Fifteen civilians are disassembled by a Religion of Peace roadside bomb."
"22865",2014-04-07,"Somalia","Galkayo",2,0,"Two UN workers are murdered by Islamists as they exit a plane."
"22866",2014-04-07,"Lebanon","Sidon",8,10,"Members of Ansar Allah storm a rival group's office and kill eight."
"22867",2014-04-07,"Syria","Homs",1,0,"Suspected Islamists assassinate an elderly priest."
"22868",2014-04-07,"India","Kralpora",3,7,"Lashkar-e-Toiba open fire on a group of policemen, killing three."
"22869",2014-04-07,"Iraq","Tikrit",1,0,"A mosque imam is assassinated by sectarian rivals."
"22870",2014-04-07,"Iraq","Mosul",4,3,"Four civilians are pulled into pieces by a Religion of Peace suicide bomber."
"22871",2014-04-07,"Iraq","Samarrah",5,11,"Five innocents are demolished by a Shahid suicide bomber."
"22872",2014-04-07,"Iraq","Ramadi",3,4,"A Fedayeen suicide bomber cuts short the lives of three people."
"22873",2014-04-08,"Nigeria","Sambisa",5,0,"Five local soldiers are ambushed and killed by pro-Sharia militants."
"22874",2014-04-08,"Iraq","Tuz Khormato",4,13,"A Shahid suicide bomber takes four Iraqis with him."
"22875",2014-04-08,"Pakistan","Karachi",2,0,"Sunni extremists target and kill and Shia doctor and his driver outside his clinic."
"22876",2014-04-08,"Yemen","Mukalla",4,2,"al-Qaeda militants open fire point-blank on a checkpoint, killing four policemen."
"22877",2014-04-08,"Yemen","Sanaa",3,1,"Terrorists target a university professor, killing three of his companions."
"22878",2014-04-09,"Pakistan","Islamabad",23,96,"Ahrar-ul-Hind claims a brutal blast at a fruit market that pulverizes two dozen shoppers and vendors."
"22879",2014-04-09,"Pakistan","Karachi",1,0,"A second physician in as many days is assassinated because of his Shia faith."
"22880",2014-04-09,"Nigeria","Gwaram",8,4,"Boko Haram bomb a bank, killing eight."
"22881",2014-04-09,"Pakistan","Tank",5,1,"A targeted killing at a hotel by Islamists leaves five dead."
"22882",2014-04-09,"Iraq","Kut",5,18,"Five people walking by a school are murdered by Mujahid bombers."
"22883",2014-04-09,"Iraq","Sadr City",5,11,"Sunni car bombers take out five Shiites."
"22884",2014-04-09,"Iraq","Baghdad",17,93,"Eight separate bombings in Shia neighborhoods claim seventeen lives."
"22885",2014-04-09,"Iraq","Hafriyah",4,8,"A Sunni car bomb sectionalizes four innocents."
"22886",2014-04-09,"Pakistan","Karachi",3,2,"Three seminary students are assassinated by Religion of Peace rivals."
"22887",2014-04-09,"Libya","Banghazi",1,2,"Jihadists blow up a family vehicle, killing one and seriously injuring two others."
"22888",2014-04-10,"Yemen","Amran",3,0,"Radical Shiites attack an army post and kill three occupants."
"22889",2014-04-10,"Iraq","Baghdad",5,13,"Sectarian Jihadis exterminate five Iraqis in a commercial district."
"22890",2014-04-10,"Iraq","Sadr City",11,21,"Sunnis detonate a car bomb in a Shia neighborhood, killing eleven."
"22891",2014-04-10,"Pakistan","Jamrud",1,1,"Islamic snipers pick off a truck driver."
"22892",2014-04-10,"Nigeria","Potiskum",2,6,"Islamists roll up on a group watching a soccer game on TV and machine-gun several fans."
"22893",2014-04-10,"Syria","Homs",25,107,"A Sunni terrorist group massacres over two dozen innocents with a car bomb in a Shia neighborhood."
"22894",2014-04-10,"Pakistan","Karachi",2,0,"Two Shiites are shot to death by Sunni radicals."
"22895",2014-04-10,"Nigeria","Kala Balge",60,0,"Sixty villagers are massacred by Boko Haram."
"22896",2014-04-10,"Nigeria","Dikwa",8,0,"Militants fighting for an Islamic state invade a teachers collage and slaughter eight educators."
"22897",2014-04-10,"Nigeria","Kala-Balge",3,0,"Three villagers are shot to death by Boko Haram."
"22898",2014-04-10,"Iraq","Buhruz",8,12,"al-Qaeda gunmen storm a small town and massacre at least eight residents."
"22899",2014-04-10,"Iraq","Mosul",1,0,"A female teacher is shot to death by Muslim terrorists."
"22900",2014-04-11,"Pakistan","Shawal",10,0,"An Islamist bombing produces ten dead Pakistanis."
"22901",2014-04-11,"Pakistan","Datta Khel",3,2,"Militant Muslims kill three people with a bomb."
"22902",2014-04-11,"Pakistan","Karachi",2,0,"A shopkeeper is among two people murdered in targeted sectarian attacks."
"22903",2014-04-11,"Iraq","Baqubah",2,3,"Roadside bombers successfully disassemble a young man and child."
"22904",2014-04-11,"Nigeria","Sambisa",8,0,"Eight highway travelers are 'butchered like animals' by pro-Sharia militants."
"22905",2014-04-11,"Syria","Hama",2,100,"al-Nusra is blamed for a chemical attack that leaves two dead."
"22906",2014-04-11,"Dagestan","Nechayevka",1,0,"A rival religious teacher is murdered in his home by extremist gunmen."
"22907",2014-04-11,"Iraq","Sanjar",6,0,"Terrorists strafe a family of six on a picnic."
"22908",2014-04-11,"Nigeria","Gambulga",150,0,"One-hundred and fifty students and residents are reportedly slaughtered when militants fighting for an Islamic state attack three villages."
"22909",2014-04-12,"Pakistan","Quetta",2,0,"A teen is among two family members shot to death during a Sunni drive-by on Shiites."
"22910",2014-04-12,"Iraq","Baqubah",3,19,"Two children are among three people dismantled by al-Qaeda bombers."
"22911",2014-04-12,"Iraq","Tikrit",5,0,"Five Iraqis are exterminated by Mujahid gunmen."
"22912",2014-04-12,"Algeria","Ghardaia",2,0,"Two Berbers are murdered by Arabs over their ethnicity."
"22913",2014-04-13,"Nigeria","Anchaka",60,0,"Another sixty villagers are massacred in the middle of the night by Boko Haram."
"22914",2014-04-13,"Iraq","Dibs",11,18,"A Fedayeen suicide bomber plows his car into a crowd of people, killing eleven."
"22915",2014-04-13,"India","Khrew",2,0,"Two guards at a politicians home are slain by Muslim terrorists."
"22916",2014-04-13,"Iraq","Sulaiman Bek",3,2,"A father and son are among three people murdered by al-Qaeda."
